helmet, What does the object look like?, The object is typically rounded or oval in shape., Shape:0.8,Egg:0.7,Sphere:0.6,Fruit:, Shape:0.38095238095238093,Egg:0.3333333333333333,Sphere:0.2857142857142857, information_gain: 27.631021115928547, remaining_turns: 4
, moneybag, Is the object a leather pouch used to hold coins, no., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 0.0015753195155027036, remaining_turns: 27
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 0.0010641634047860798, remaining_turns: 26
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 0.0007157467973956835, remaining_turns: 25
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 0.0004799980563781227, remaining_turns: 24
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 0.0003212675052902467, remaining_turns: 23
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 0.00021474507437550732, remaining_turns: 22
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 0.00014341610835019554, remaining_turns: 21
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 9.572331177319106e-05, remaining_turns: 20
, moneybag, Is the object a leather pouch used to hold coins, no., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 6.386564796851047e-05, remaining_turns: 19
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 4.259939040955598e-05, remaining_turns: 18
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 2.8409507607015586e-05, remaining_turns: 17
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 1.8944079902790185e-05, remaining_turns: 16
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 1.2631346361750302e-05, remaining_turns: 15
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 8.42176874966477e-06, remaining_turns: 14
, moneybag, Is the object a leather pouch used to hold coins, no., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 5.614899739394534e-06, remaining_turns: 13
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 3.7434386142604246e-06, remaining_turns: 12
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 2.4957022456078297e-06, remaining_turns: 11
, moneybag, Is the object a leather pouch used to hold coins, no., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 1.6638354999042329e-06, remaining_turns: 10
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 1.1092387791045604e-06, remaining_turns: 9
, moneybag, Is the object a leather pouch used to hold coins, no., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 7.394992363242668e-07, remaining_turns: 8
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 4.930024760477202e-07, remaining_turns: 7
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 3.2866964431592325e-07, remaining_turns: 6
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 2.191136859162878e-07, remaining_turns: 5
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 1.4607605256220014e-07, remaining_turns: 4
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 9.738415157111768e-08, remaining_turns: 3
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 6.492281970238421e-08, remaining_turns: 2
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 4.328190273479515e-08, remaining_turns: 1
, moneybag, Is the object a leather pouch used to hold coins, No., Pouch: -0.9, Leather: -0.9, Coin: -0., Not Pouch:0.5,Not Leather:0.5,Coin:-0.0, information_gain: 2.8854612073297703e-08, remaining_turns: 0
, bayonet, What is the general shape of the object?, The object is long and thin with a blade at the end., Blade: 0.8, Thin: 0.8, Object: 0., Blade:0.5,Thin:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 10
, bayonet, What is the object typically used for?, The object is typically used for stabbing and thrusting., Stab: 0.9, Thrust: 0.9, Object: 0., Stab:0.5,Thrust:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 9
, bayonet, What material is the blade made of?, Metal., Metal: 0.9, Blade: 0.9, Object: 0., Metal:0.5,Blade:0.5,Object:0.0, information_gain: 7.8966376508182154, remaining_turns: 8
, bayonet, How is the object typically held?, The object is typically held in one's hand., Hand: 0.9, Object: 0.9, Stab: 0., Hand:0.5,Object:0.5,Stab:0.0, information_gain: 13.978243908771583, remaining_turns: 7
, bayonet, Is the object a sword?, No., Sword: -0.9, Stab: -0.9, Metal: -0., Not Sword:0.5,Not Stab:0.5,Metal:-0.0, information_gain: 14.087249979358015, remaining_turns: 6
, bayonet, What is the length of the object?, The length of the object is typically between 15 and 25 inches., Inch: 0.8, Length: 0.8, Object: 0., Inch:0.5,Length:0.5,Object:0.0, information_gain: 13.926733278164923, remaining_turns: 5
, bayonet, Is the object a knife?, yes., Knife: 1.0, Stab: 1.0, Blade: 1., Knife:0.3333333333333333,Stab:0.3333333333333333,Blade:0.3333333333333333, information_gain: 0.03750439545845427, remaining_turns: 4
, bayonet, What type of knife is the object?, It is a type of knife., Knife: 1.0, Object: 1.0, Stab: 1., Knife:0.3333333333333333,Object:0.3333333333333333,Stab:0.3333333333333333, information_gain: 0.0, remaining_turns: 3
, bayonet, Is the object a dagger?, No., Dagger: -0.9, Knife: 1.0, Stab: 1., Not Dagger:0.3103448275862069,Knife:0.3448275862068966,Stab:0.3448275862068966, information_gain: 0.0, remaining_turns: 2
, bayonet, What is the object used for in terms of its function?, The object is used for stabbing and slashing., Stab: 0.9, Slash: 0.9, Object: 0., Stab:0.5,Slash:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 1
, bayonet, Is the object a bayonet?, Correct., Bayonet: 1.0, Stab: 1.0, Slash: 1., Bayonet:0.3333333333333333,Stab:0.3333333333333333,Slash:0.3333333333333333, information_gain: 0.6931471805599453, remaining_turns: 0
, incubator, What is the general shape of the object?, The general shape of the object is rectangular., Rectangular: 0.8, Shape: 0.8, Object: 0., Rectangular:0.5,Shape:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 5
, incubator, What is the size of the object?, The size of the object varies., Size: 0.0, Object: 0.0, Varies: 0., Size:0.0,Object:0.0,Varies:0.0, information_gain: 0.0, remaining_turns: 4
, incubator, What is the material the object is made of?, The object is made of plastic and metal., Plastic: 0.9, Metal: 0.9, Object: 0., Plastic:0.5,Metal:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 3
, incubator, What is the object used for?, The object is used for maintaining a controlled environment for the growth and development of living organisms., Growth: 0.8, Environment: 0.8, Object: 0., Growth:0.5,Environment:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 2
, incubator, What kind of living organisms does the object help grow?, The object helps grow premature human babies., Baby: 0.9, Growth: 0.9, Object: 0., Baby:0.5,Growth:0.5,Object:0.0, information_gain: 7.8966376508182154, remaining_turns: 1
, incubator, Is my next guess correct, Correct., Object: 0.0, Correct: 0.0, Guess: 0.0, Object:0.0,Correct:0.0,Guess:0.0, information_gain: 0.0, remaining_turns: 0
, shoe, What is the general size of the object?, The general size of the object is something that can be held in one's hand., Hand: 0.8, Object: 0.8, Size: 0., Hand:0.5,Object:0.5,Size:0.0, information_gain: 26.937873935368604, remaining_turns: 3
, shoe, What is the object's primary function?, The object's primary function is to cover and protect the foot., Foot: 0.9, Protect: 0.9, Object: 0., Foot:0.5,Protect:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 2
, shoe, What is the material the object is made of?, Leather., Leather: 0.9, Foot: 0.9, Object: 0., Leather:0.5,Foot:0.5,Object:0.0, information_gain: 9.587718183954093, remaining_turns: 1
, hourglass, What is the general shape of the object?, The general shape of the object is a container with two bulbs connected by a narrow passage., Container: 0.8, Bulb: 0.8, Passage: 0., Container:0.5,Bulb:0.5,Passage:0.0, information_gain: 26.937873935368604, remaining_turns: 3
, hourglass, What is the object used for?, The object is used for measuring time., Time: 0.9, Measure: 0.9, Object: 0., Time:0.5,Measure:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 2
, hourglass, What is the object made of?, The object is made of glass., Glass: 0.9, Time: 0.9, Object: 0., Glass:0.5,Time:0.5,Object:0.0, information_gain: 7.8966376508182154, remaining_turns: 1
, hourglass, Is the object an hourglass?, Correct., Hourglass: 1.0, Time: 1.0, Glass: 1., Hourglass:0.3333333333333333,Time:0.3333333333333333,Glass:0.3333333333333333, information_gain: 0.27258092031432307, remaining_turns: 0
, airplane, What is the general shape of the object?, The general shape of the object is elongated., Elongated: 0.8, Shape: 0.8, Object: 0, Elongated:0.5,Shape:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 4
, airplane, What is the size of the object?, The size of the object is large., Large: 0.9, Object: 0.9, Size: 0., Large:0.5,Object:0.5,Size:0.0, information_gain: 12.775789787124356, remaining_turns: 3
, airplane, What is the object's primary function?, The object's primary function is to transport people or cargo through the air., Air: 0.9, Transport: 0.9, Object: 0., Air:0.5,Transport:0.5,Object:0.0, information_gain: 14.833455032275205, remaining_turns: 2
, airplane, What material is the object made of?, Metal., Metal: 0.9, Air: 0.9, Object: 0., Metal:0.5,Air:0.5,Object:0.0, information_gain: 7.807819991783031, remaining_turns: 1
, airplane, I'm going to guess that the object is an airplane.?, Correct., Airplane: 1.0, Air: 1.0, Metal: 1., Airplane:0.3333333333333333,Air:0.3333333333333333,Metal:0.3333333333333333, information_gain: 0.3125444945448033, remaining_turns: 0
, napkin, What is the general shape of the object?, The object is square or rectangular., Square: 0.8, Rectangular: 0.8, Object: 0., Square:0.5,Rectangular:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 7
, napkin, What is the typical size of the object?, The typical size of the object is 5 inches by 5 inches., Inch: 0.8, Size: 0.8, Object: 0., Inch:0.5,Size:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 6
, napkin, What is the object used for?, The object is used for wiping., Wipe: 0.9, Object: 0.9, Square: 0., Wipe:0.5,Object:0.5,Square:0.0, information_gain: 14.833455032275205, remaining_turns: 5
, napkin, What material is the object made of?, The object is made of paper or cloth., Paper: 0.9, Cloth: 0.9, Object: 0., Paper:0.5,Cloth:0.5,Object:0.0, information_gain: 15.174763294899, remaining_turns: 4
, napkin, How is the object typically dispensed?, The object is typically dispensed from a stack or a roll., Stack: 0.8, Roll: 0.8, Object: 0., Stack:0.5,Roll:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 3
, napkin, Is the object disposable?, Yes., Disposable: 0.9, Object: 0.9, Wipe: 0., Disposable:0.5,Object:0.5,Wipe:0.0, information_gain: 13.40395535665986, remaining_turns: 2
, napkin, What is the most common use of the object in terms of what it is used to wipe?, The object is most commonly used to wipe the mouth and hands., Mouth: 0.9, Hand: 0.9, Wipe: 0., Mouth:0.5,Hand:0.5,Wipe:0.0, information_gain: 12.775789787124356, remaining_turns: 1
, holster, What is the general size of the object?, The general size of the object is small to medium., Medium: 0.8, Small: 0.8, Object: 0., Medium:0.5,Small:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 7
, holster, What is the object's shape?, The object's shape is generally rectangular with rounded edges and sometimes has a curved or angled portion., Rectangle: 0.8, Edge: 0.8, Object: 0., Rectangle:0.5,Edge:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 6
, holster, What material is the object made of?, Leather., Leather: 0.9, Object: 0.9, Rectangle: 0., Leather:0.5,Object:0.5,Rectangle:0.0, information_gain: 14.833455032275205, remaining_turns: 5
, holster, What is the object used for?, The object is used for carrying something., Carry: 0.9, Object: 0.9, Rectangle: 0., Carry:0.5,Object:0.5,Rectangle:0.0, information_gain: 7.807819991783031, remaining_turns: 4
, holster, I'm going to take a guess that the object is a wallet.?, No., Wallet: -0.9, Carry: -0.9, Leather: -0., Not Wallet:0.5,Not Carry:0.5,Leather:-0.0, information_gain: 14.1495174670143, remaining_turns: 3
, holster, How does the object open or close?, The object has a snap or a strap that can be opened or closed to secure the item it holds., Snap: 0.8, Strap: 0.8, Object: 0., Snap:0.5,Strap:0.5,Object:0.0, information_gain: 13.885969833715334, remaining_turns: 2
, holster, What does the object typically carry?, A gun., Gun: 0.9, Carry: 0.9, Object: 0., Gun:0.5,Carry:0.5,Object:0.0, information_gain: 9.206929219800587, remaining_turns: 1
, flag, What is the general shape of the object?, The object is generally rectangular in shape., Rectangular: 0.8, Shape: 0.8, Object: 0., Rectangular:0.5,Shape:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 5
, flag, What is the object's size?, The object's size can vary., Size: 0.0, Object: 0.0, Vary: 0.0, Size:0.0,Object:0.0,Vary:0.0, information_gain: 0.0, remaining_turns: 4
, flag, What is the object's primary function?, The object's primary function is to be displayed., Display: 0.9, Object: 0.9, Function: 0., Display:0.5,Object:0.5,Function:0.0, information_gain: 12.775789787124356, remaining_turns: 3
, flag, What material is the object made of?, The object is made of fabric., Fabric: 0.9, Display: 0.9, Object: 0., Fabric:0.5,Display:0.5,Object:0.0, information_gain: 9.587718183954093, remaining_turns: 2
, flag, What type of fabric is the object made of?, Cotton., Cotton: 0.9, Fabric: 0.9, Object: 0., Cotton:0.5,Fabric:0.5,Object:0.0, information_gain: 7.620183853858756, remaining_turns: 1
, missile, What does the object look like?, The object is long and cylindrical in shape., Cylindrical: 0.8, Long: 0.8, Object: 0, Cylindrical:0.5,Long:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 7
, missile, What is the object's size?, The object's size can range from a few meters to over 20 meters in length., Meter: 0.8, Length: 0.8, Object: 0., Meter:0.5,Length:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 6
, missile, What is the object used for?, The object is used for destruction., Destruction: 0.9, Object: 0.9, Length: 0., Destruction:0.5,Object:0.5,Length:0.0, information_gain: 14.833455032275205, remaining_turns: 5
, missile, What material is the object made of?, Metal., Metal: 0.9, Destruction: 0.9, Object: 0., Metal:0.5,Destruction:0.5,Object:0.0, information_gain: 9.74713983446088, remaining_turns: 4
, missile, Is the object man made?, Yes., Man: 0.9, Metal: 0.9, Object: 0., Man:0.5,Metal:0.5,Object:0.0, information_gain: 7.60892763952726, remaining_turns: 3
, missile, How is the object propelled?, The object is propelled by a rocket engine., Rocket: 0.9, Propel: 0.9, Object: 0., Rocket:0.5,Propel:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 2
, missile, What type of metal is the object made of?, The object is made of steel., Steel: 0.9, Rocket: 0.9, Object: 0., Steel:0.5,Rocket:0.5,Object:0.0, information_gain: 7.8966376508182154, remaining_turns: 1
, stair, What is the general size of the object?, The object is large enough to be walked on and small enough to fit inside most homes., Home: 0.8, Walk: 0.8, Object: 0., Home:0.5,Walk:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 5
, stair, What is the material the object is made of?, The object is made of various materials., Various: 0.0, Object: 0.0, Material: 0.0, Various:0.0,Object:0.0,Material:0.0, information_gain: 0.0, remaining_turns: 4
, stair, What is the main function of the object?, The main function of the object is to connect different levels of a building., Connect: 0.9, Building: 0.9, Object: 0., Connect:0.5,Building:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 3
, stair, How does the object connect the different levels of a building?, The object connects the different levels of a building by a series of steps., Step: 0.9, Building: 0.9, Connect: 0., Step:0.5,Building:0.5,Connect:0.0, information_gain: 9.587718183954093, remaining_turns: 2
, stair, What shape is the object?, The object is linear., Linear: 0.9, Step: 0.9, Object: 0., Linear:0.5,Step:0.5,Object:0.0, information_gain: 7.620183853858756, remaining_turns: 1
, megaphone, What does the object look like?, It is shaped like a cone with a wide end and a narrow end., Cone: 0.8, Wide: 0.8, Object: 0., Cone:0.5,Wide:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 4
, megaphone, What is the object used for?, The object is used for amplifying a person's voice so that it can be heard by a larger audience., Amplify: 0.9, Voice: 0.9, Object: 0., Amplify:0.5,Voice:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 3
, megaphone, What material is the object made of?, The object is made of plastic., Plastic: 0.9, Amplify: 0.9, Object: 0., Plastic:0.5,Amplify:0.5,Object:0.0, information_gain: 7.8966376508182154, remaining_turns: 2
, megaphone, How is the object typically held by a person?, The object is typically held by a person in their hand., Hand: 0.9, Object: 0.9, Amplify: 0., Hand:0.5,Object:0.5,Amplify:0.0, information_gain: 14.655209974566816, remaining_turns: 1
, megaphone, I am going to take a guess that the object is a megaphone.?, Correct., Megaphone: 1.0, Amplify: 1.0, Plastic: 1., Megaphone:0.3333333333333333,Amplify:0.3333333333333333,Plastic:0.3333333333333333, information_gain: 0.19105523676270914, remaining_turns: 0
, longbow, What is the size of the object?, The object is typically between 66 and 72 inches long., Inch: 0.8, Long: 0.8, Object: 0., Inch:0.5,Long:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 4
, longbow, What is the typical use of the object?, The typical use of the object is for hunting or combat., Hunting: 0.9, Combat: 0.9, Object: 0., Hunting:0.5,Combat:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 3
, longbow, What material is the object made of?, Wood., Wood: 0.9, Hunting: 0.9, Object: 0., Wood:0.5,Hunting:0.5,Object:0.0, information_gain: 7.8966376508182154, remaining_turns: 2
, longbow, What shape is the object?, The object is curved., Curved: 0.9, Object: 0.9, Wood: 0., Curved:0.5,Object:0.5,Wood:0.0, information_gain: 15.391741502275579, remaining_turns: 1
, longbow, I'm going to take a guess that the object is a bow.?, Correct., Bow: 1.0, Hunting: 1.0, Wood: 1., Bow:0.3333333333333333,Hunting:0.3333333333333333,Wood:0.3333333333333333, information_gain: 0.14660347419187544, remaining_turns: 0
, bonnet, What does the object look like?, It is a type of headgear., Headgear: 0.9, Object: 0.9, Look: 0., Headgear:0.5,Object:0.5,Look:0.0, information_gain: 26.937873935368604, remaining_turns: 4
, bonnet, What is the primary function of the object?, The primary function of the object is to cover or protect something., Cover: 0.9, Protect: 0.9, Object: 0., Cover:0.5,Protect:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 3
, bonnet, What is the object typically made of?, The object is typically made of fabric., Fabric: 0.9, Cover: 0.9, Object: 0., Fabric:0.5,Cover:0.5,Object:0.0, information_gain: 9.587718183954093, remaining_turns: 2
, bonnet, What part of the body does the object protect or cover?, The head., Head: 0.9, Cover: 0.9, Object: 0., Head:0.5,Cover:0.5,Object:0.0, information_gain: 7.839906827736322, remaining_turns: 1
, bonnet, My guess is that the object is a hat.?, Correct., Hat: 1.0, Head: 1.0, Fabric: 1., Hat:0.3333333333333333,Head:0.3333333333333333,Fabric:0.3333333333333333, information_gain: 0.26149655855397747, remaining_turns: 0
, camcorder, What is the size of the object?, The size of the object is approximately 5 inches by 3 inches by 6 inches., Inch: 0.8, Size: 0.8, Object: 0., Inch:0.5,Size:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 10
, camcorder, What is the object's primary function?, The object's primary function is to record video., Video: 0.9, Record: 0.9, Object: 0., Video:0.5,Record:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 9
, camcorder, What is the object made of?, Plastic and metal., Plastic: 0.9, Metal: 0.9, Object: 0., Plastic:0.5,Metal:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 8
, camcorder, Is the object handheld?, Yes., Handheld: 0.9, Video: 0.9, Object: 0., Handheld:0.5,Video:0.5,Object:0.0, information_gain: 9.477136790833685, remaining_turns: 7
, camcorder, What type of metal is used in the object?, The object is made with a variety of materials., Various: 0.0, Object: 0.0, Material: 0.0, Various:0.0,Object:0.0,Material:0.0, information_gain: 0.0, remaining_turns: 6
, camcorder, What is the object's weight?, The object's weight is approximately 1., Weight: 0.0, Object: 0.0, Approximately: 0.0, Weight:0.0,Object:0.0,Approximately:0.0, information_gain: 0.0, remaining_turns: 5
, camcorder, What is the object's color?, The object's color is silver., Silver: 0.9, Object: 0.9, Color: 0.9, Silver:0.3333333333333333,Object:0.3333333333333333,Color:0.3333333333333333, information_gain: 0.0, remaining_turns: 4
, camcorder, How many buttons does the object have?, The object has 15 buttons., Button: 0.8, Object: 0.8, Fifteen: 0., Button:0.5,Object:0.5,Fifteen:0.0, information_gain: 12.775789787124356, remaining_turns: 3
, camcorder, What is the object's purpose in a professional setting?, The object's purpose in a professional setting is to record video footage., Video: 0.9, Record: 0.9, Footage: 0., Video:0.5,Record:0.5,Footage:0.0, information_gain: 8.885200715841545, remaining_turns: 2
, camcorder, What is the object's shape?, The object's shape is rectangular., Rectangular: 0.8, Shape: 0.8, Object: 0., Rectangular:0.5,Shape:0.5,Object:0.0, information_gain: 14.131956429447305, remaining_turns: 1
, sweater, What is the general shape of the object?, The general shape of the object is roughly a rectangle with sleeves., Rectangle: 0.8, Sleeve: 0.8, Shape: 0., Rectangle:0.5,Sleeve:0.5,Shape:0.0, information_gain: 26.937873935368604, remaining_turns: 3
, sweater, What is the object typically used for?, The object is typically used for keeping warm., Warm: 0.9, Object: 0.9, Rectangle: 0., Warm:0.5,Object:0.5,Rectangle:0.0, information_gain: 12.775789787124356, remaining_turns: 2
, sweater, What material is the object made of?, The object is made of wool., Wool: 0.9, Warm: 0.9, Object: 0., Wool:0.5,Warm:0.5,Object:0.0, information_gain: 9.587718183954093, remaining_turns: 1
, sweater, My guess is that the object is a sweater.?, Correct., Sweater: 1.0, Warm: 1.0, Wool: 1., Sweater:0.3333333333333333,Warm:0.3333333333333333,Wool:0.3333333333333333, information_gain: 0.00900555806879056, remaining_turns: 0
, accordion, What is the general size of the object?, The object is typically between 12 and 20 inches in length when closed., Inch: 0.8, Length: 0.8, Object: 0., Inch:0.5,Length:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 6
, accordion, What is the object used for?, The object is used for making music., Music: 0.9, Object: 0.9, Length: 0., Music:0.5,Object:0.5,Length:0.0, information_gain: 12.775789787124356, remaining_turns: 5
, accordion, What is the object made of?, The object is made of wood., Wood: 0.9, Music: 0.9, Object: 0., Wood:0.5,Music:0.5,Object:0.0, information_gain: 9.587718183954093, remaining_turns: 4
, accordion, What kind of music does the object make?, The object makes folk music., Folk: 0.9, Music: 0.9, Object: 0., Folk:0.5,Music:0.5,Object:0.0, information_gain: 7.839906827736322, remaining_turns: 3
, accordion, I'm going to take a guess that the object is a banjo.?, No., Banjo: -0.9, Music: -0.9, Wood: -0., Not Banjo:0.5,Not Music:0.5,Wood:-0.0, information_gain: 14.577189943741276, remaining_turns: 2
, accordion, How is the music produced with the object?, The music is produced by compressing and expanding air through reeds., Reed: 0.9, Music: 0.9, Air: 0., Reed:0.5,Music:0.5,Air:0.0, information_gain: 9.601158481162505, remaining_turns: 1
, accordion, I'm going to take a guess that the object is an accordion.?, Correct., Accordion: 1.0, Music: 1.0, Reed: 1., Accordion:0.3333333333333333,Music:0.3333333333333333,Reed:0.3333333333333333, information_gain: 0.010024608113912793, remaining_turns: 0
, ball, What does the object look like?, It is round., Round: 0.9, Object: 0.9, Look: 0., Round:0.5,Object:0.5,Look:0.0, information_gain: 26.937873935368604, remaining_turns: 4
, ball, What is the size of the object?, It is typically between 8 and 9 inches in circumference., Inch: 0.8, Circumference: 0.8, Object: 0., Inch:0.5,Circumference:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 3
, ball, What is the object used for?, The object is used for playing., Play: 0.9, Object: 0.9, Round: 0., Play:0.5,Object:0.5,Round:0.0, information_gain: 9.587718183954093, remaining_turns: 2
, ball, What material is the object made of?, The object is made of leather., Leather: 0.9, Play: 0.9, Object: 0., Leather:0.5,Play:0.5,Object:0.0, information_gain: 9.372609912949057, remaining_turns: 1
, ball, I am going to take a guess that the object is a baseball.?, Correct., Baseball: 1.0, Play: 1.0, Leather: 1., Baseball:0.3333333333333333,Play:0.3333333333333333,Leather:0.3333333333333333, information_gain: 0.0071709457155452565, remaining_turns: 0
, dishwasher, What is the general shape of the object?, The general shape of the object is rectangular., Rectangular: 0.8, Shape: 0.8, Object: 0., Rectangular:0.5,Shape:0.5,Object:0.0, information_gain: 26.937873935368604, remaining_turns: 6
, dishwasher, What is the size of the object?, The object is typically around 24 inches wide., Inch: 0.8, Wide: 0.8, Object: 0., Inch:0.5,Wide:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 5
, dishwasher, What is the primary function of the object?, The primary function of the object is to clean dishes and other kitchen utensils., Clean: 0.8, Dish: 0.8, Object: 0., Clean:0.5,Dish:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 4
, dishwasher, What material is the object made of?, The object is made of metal and plastic., Metal: 0.9, Plastic: 0.9, Object: 0., Metal:0.5,Plastic:0.5,Object:0.0, information_gain: 12.775789787124356, remaining_turns: 3
, dishwasher, Is the object commonly found in most households?, Yes., Household: 0.9, Clean: 0.9, Object: 0., Household:0.5,Clean:0.5,Object:0.0, information_gain: 9.477136790833685, remaining_turns: 2
, dishwasher, What part of the object comes into contact with the dirty dishes?, The racks., Rack: 0.9, Dish: 0.9, Clean: 0., Rack:0.5,Dish:0.5,Clean:0.0, information_gain: 9.215655677552348, remaining_turns: 1
