secret,turn_index,question,label
terrycloth,36,Is the object a cotton bath towel with a decorative design or pattern made in Africa?,Category
terrycloth,37,Is the object a cotton bath towel with a decorative design or pattern made in Canada?,Attribute
terrycloth,38,Is the object a cotton bath towel with a decorative design or pattern made in Mexico?,Attribute
terrycloth,39,Is the object a cotton bath towel with a decorative design or pattern made in India?,Attribute
terrycloth,40,Is the object a cotton bath towel with a decorative design or pattern made in China?,Attribute
terrycloth,41,Does the object have a brand name or logo on it?,Attribute
terrycloth,42,Is the object a generic cotton bath towel with a decorative design or pattern?,Attribute
terrycloth,43,Is the object a luxury cotton bath towel with a decorative design or pattern?,Attribute
terrycloth,44,Is the object a mid-range cotton bath towel with a decorative design or pattern?,Attribute
terrycloth,45,Is the object a budget-friendly cotton bath towel with a decorative design or pattern?,Attribute
terrycloth,46,Is the object a cotton bath towel with a decorative design or pattern that is made from a specific type of cotton that is known for its softness and durability?,Attribute
terrycloth,47,Is the object a cotton bath towel with a decorative design or pattern that is made from a blend of different materials?,Attribute
terrycloth,48,Is the object a cotton bath towel with a decorative design or pattern that has a specific type of weave or texture?,Attribute
terrycloth,49,"Is the object a cotton bath towel with a decorative design or pattern that is designed for a specific purpose, such as a beach towel or a sports towel?",Category
terrycloth,50,Is the object a cotton bath towel with a decorative design or pattern that is designed for everyday use?,Attribute
textbook,1,Is the object you are thinking of something that can be held in your hand?,Attribute
textbook,2,Is the object man-made?,Category
textbook,3,Does the object have buttons or controls?,Attribute
textbook,4,Is the object used for entertainment?,Function
textbook,5,Is the object used for a specific task?,Function
textbook,6,Is the object used for a task related to food or drink?,Function
textbook,7,Is the object commonly found in most households?,Location
textbook,8,Is the object made primarily of plastic?,Attribute
textbook,9,Is the object made of metal?,Attribute
textbook,10,Is the object made of fabric?,Attribute
textbook,11,Is the object used for personal grooming or hygiene?,Function
textbook,12,Is the object related to writing or drawing?,Function
textbook,13,Is the object a pen?,Direct
textbook,14,Is the object a pencil?,Direct
textbook,15,Is the object a marker?,Direct
textbook,16,Is the object an eraser?,Direct
textbook,17,Is the object a ruler?,Direct
textbook,18,Is the object a pencil sharpener?,Direct
textbook,19,Is the object a notebook?,Direct
textbook,20,Is the object a paperclip?,Direct
textbook,21,Is the object a stapler?,Direct
textbook,22,Is the object glue?,Direct
textbook,23,Is the object tape?,Direct
textbook,24,Is the object scissors?,Direct
textbook,25,Is the object a highlighter?,Direct
textbook,26,Is the object a crayon?,Direct
textbook,27,Is the object a colored pencil?,Direct
textbook,28,Is the object a paintbrush?,Direct
textbook,29,I guess the object is a pencil case.?,Direct
textbook,30,Is the object a bookmark?,Direct
textbook,31,Is the object a folder?,Direct
textbook,32,Is the object a binder?,Direct
textbook,33,I guess the object is a pencil topper?,Direct
textbook,34,Does the object have a distinct or unusual shape?,Attribute
textbook,35,Is the object used to create a specific type of line or mark?,Function
textbook,36,Is the object used to apply a substance to a surface?,Function
textbook,37,Does the object have moving parts?,Attribute
textbook,38,Is the object symmetrical?,Attribute
textbook,39,Is the object typically stored in a desk drawer?,Location
textbook,40,Is the object commonly used by children?,Function
textbook,41,Is the object used in a school setting?,Location
textbook,42,I guess the object is a protractor?,Direct
textbook,43,Does the object have a hole or opening in it?,Attribute
textbook,44,Is the object used to measure something?,Function
textbook,45,Is the object made of wood?,Attribute
textbook,46,Is the object made of ceramic?,Attribute
textbook,47,Is the object made of glass?,Attribute
textbook,48,Is the object made of rubber?,Attribute
textbook,49,Is the object made of paper?,Attribute
textbook,50,I guess the object is a paper weight?,Direct
thermos,1,Is the object you are thinking of something that can be held in your hand?,Attribute
thermos,2,Is the object man-made?,Category
thermos,3,Does the object have buttons or controls?,Attribute
thermos,4,Is the object used for a specific task or function?,Function
thermos,5,Is the object related to food or drink in any way?,Category
thermos,6,Is the object used to prepare or consume food or drink?,Function
thermos,7,Is the object commonly found in most households?,Location
thermos,8,Is the object a kitchen utensil?,Category
thermos,9,Is the object used to cut or chop food?,Function
thermos,10,Is the object used to mix or stir food?,Function
thermos,11,Is the object used to serve food?,Function
thermos,12,Is the object a spoon?,Direct
thermos,13,Is the object a fork?,Direct
thermos,14,Is the object a plate?,Direct
thermos,15,Is the object a bowl?,Direct
thermos,16,Is the object a cup?,Direct
thermos,17,Is the object made primarily of ceramic material?,Attribute
thermos,18,Is the object made primarily of glass material?,Attribute
thermos,19,Is the object a glass?,Direct
thermos,20,Is the object a pitcher or jug used to serve a beverage?,Function
thermos,21,Is the object a vase used to hold or serve food or drink?,Function
thermos,22,Is the object a container used to hold a condiment?,Function
thermos,23,Does the object have a distinct or unusual shape?,Attribute
thermos,24,"Is the object a glass used for a specific type of beverage, such as a wine glass or a shot glass?",Category
thermos,25,"Is the object a decorative glass container used to serve food, such as a glass serving dish?",Category
thermos,26,Is the object a tumbler?,Direct
thermos,27,Is the object a carafe?,Direct
thermos,28,Is the object a decanter?,Direct
thermos,29,Does the object have a narrow neck and a wide body?,Attribute
thermos,30,Is the object a jar?,Direct
thermos,31,Is the object a jug?,Direct
thermos,32,Is the object a vase?,Direct
thermos,33,"Is the object a container used to hold a liquid, such as a juice or a syrup?",Function
thermos,34,Is the object a bottle?,Direct
thermos,35,Is the object a water bottle?,Direct
thermos,36,"Is the object a bottle used to hold a type of juice, such as orange or apple juice?",Category
thermos,37,"Is the object a bottle used to hold a type of oil, such as olive or vegetable oil?",Category
thermos,38,"Is the object a bottle used to hold a type of condiment, such as ketchup or mustard?",Category
thermos,39,"Is the object a bottle used to hold a type of syrup, such as maple syrup?",Category
thermos,40,"Is the object a bottle used to hold a type of sauce, such as hot sauce or soy sauce?",Category
thermos,41,"Is the object a bottle used to hold a type of beverage, such as soda or juice, that is commonly consumed in a specific cultural or regional context?",Category
thermos,42,"Is the object a bottle used to hold a type of liquor, such as whiskey or vodka?",Category
thermos,43,Is the object a bottle used to hold a type of perfume or fragrance?,Function
thermos,44,Is the object a bottle used to hold a type of medicine or supplement?,Function
thermos,45,Is the object a bottle used to hold a type of cleaning solution or chemical?,Function
thermos,46,Is the object a bottle made of clear glass?,Attribute
thermos,47,Is the object a bottle made of colored glass?,Attribute
thermos,48,Is the object a bottle with a label or other type of decoration on it?,Attribute
thermos,49,Is the object a bottle with a distinctive shape or design that makes it easily recognizable?,Attribute
thermos,50,"Is the object a bottle of hot sauce, such as Tabasco?",Direct
thong,1,Is the object you are thinking of something that can be held in your hand?,Attribute
thong,2,Is the object man-made?,Category
thong,3,Does the object have buttons or controls?,Attribute
thong,4,Is the object used for a specific task or function?,Function
thong,5,Is the object used for a task related to food or drink?,Function
thong,6,Is the object used for a task related to personal grooming?,Function
thong,7,Is the object a toothbrush?,Direct
thong,8,Does the object require batteries or electricity to function?,Function
thong,9,Is the object a hairbrush?,Direct
thong,10,Is the object used to trim or cut something?,Function
thong,11,"Is the object used to apply something to the body, like lotion or makeup?",Function
thong,12,Is the object used to clean a specific part of the body?,Function
thong,13,Is the object used to clean the face?,Function
thong,14,Is the object used to clean the ears?,Function
thong,15,Is the object used to clean the feet?,Function
thong,16,Is the object used to clean the hands?,Function
thong,17,Is the object a washcloth?,Direct
thong,18,Is the object used to clean a more private area of the body?,Function
thong,19,Is the object toilet paper?,Direct
thong,20,Is the object a bidet?,Direct
thong,21,Is the object a cloth or wipe used for personal hygiene?,Function
thong,22,Is the object a baby wipe?,Direct
thong,23,Is the object a feminine hygiene product?,Category
thong,24,Is the object a wet wipe?,Direct
thong,25,Is the object a moist towelette?,Direct
thong,26,Is the object a medicated wipe?,Direct
thong,27,Is the object a baby wipe alternative for adults?,Function
thong,28,Is the object a product used for cleaning after using the bathroom?,Function
thong,29,Is the object a product used for cleaning the genital area?,Function
thong,30,Is the object a product used for cleaning the anal area?,Function
thong,31,Is the object a baby wipe alternative for adults specifically designed for cleaning the anal area?,Function
thong,32,Is the object a medicated wipe specifically designed for cleaning the anal area?,Category
thong,33,Is the object a product commonly used for cleaning the anal area after a bowel movement?,Function
thong,34,"Is the object a product commonly used for cleaning the anal area in general, not specifically after a bowel movement?",Function
thong,35,Is the object a product used by both men and women for cleaning the anal area?,Function
thong,36,Is the object a product used by men for cleaning the anal area?,Function
thong,37,Is the object a product used by women for cleaning the anal area?,Function
thong,38,Is the object a product used for cleaning the anal area that is not specifically designed for one gender?,Category
thong,39,Is the object a product that is commonly found in most households?,Category
thong,40,Is the object a product that can be purchased at most grocery stores?,Category
thong,41,Is the object a product that can be purchased at most pharmacies?,Category
thong,42,Is the object a product that is used for a medical purpose?,Function
thong,43,Is the object a product that is used for a hygienic purpose?,Function
thong,44,Is the object a product that serves a purpose related to comfort?,Function
thong,45,Is the object a product that is designed to provide relief from discomfort or irritation in the anal area?,Function
thong,46,Is the object a product that is designed to provide comfort or protection to the anal area?,Function
thong,47,Is the object a hemorrhoid cushion?,Direct
thong,48,Is the object a product that is designed to be worn?,Category
thong,49,Is the object a type of underwear?,Category
thong,50,Is the object a type of underwear designed for comfort and protection in the anal area?,Category
throne,1,Is the object you are thinking of something that can be held in your hand?,Attribute
throne,2,Is the object you are thinking of man-made?,Category
throne,3,Does the object you are thinking of have moving parts?,Attribute
throne,4,Is the object you are thinking of used for transportation?,Function
throne,5,Is the object you are thinking of something that can be found indoors?,Location
throne,6,Is the object you are thinking of a type of machine?,Category
throne,7,Is the object you are thinking of used for entertainment?,Function
throne,8,Is the object you are thinking of related to a household appliance?,Category
throne,9,Is the object you are thinking of related to exercise or physical activity?,Category
throne,10,"Is the object you are thinking of something that serves a functional purpose, such as providing a service or performing a task?",Function
throne,11,"Is the object you are thinking of related to climate control, such as heating, cooling, or ventilation?",Category
throne,12,"Is the object you are thinking of related to water, such as a plumbing fixture or a water treatment system?",Category
throne,13,Is the object you are thinking of related to lighting?,Category
throne,14,Is the object you are thinking of related to food or cooking in any way?,Category
throne,15,"Is the object you are thinking of something that can be found in a commercial or industrial setting, rather than a residential one?",Location
throne,16,Is the object you are thinking of something that is commonly found in most households?,Location
throne,17,Is the object you are thinking of related to cleaning or maintenance in any way?,Function
throne,18,Is the object you are thinking of something that is used by only one person at a time?,Function
throne,19,Is the object you are thinking of something that is used for personal grooming or hygiene?,Function
throne,20,"Is the object you are thinking of something that is used for a specific task or function, and is not a general-purpose object?",Function
throne,21,Is the object you are thinking of something that is electronic?,Category
throne,22,Is the object you are thinking of something that has a distinct or unusual shape?,Attribute
throne,23,Is the object you are thinking of something that is typically mounted on a wall or ceiling?,Location
throne,24,Is the object you are thinking of something that is made primarily of plastic?,Attribute
throne,25,Is the object you are thinking of something that is made primarily of metal?,Attribute
throne,26,Is the object you are thinking of a musical instrument?,Category
throne,27,Is the object you are thinking of something that is used for a task that involves rotation or spinning?,Function
throne,28,Is the object you are thinking of something that is used for a task that involves pressure or force?,Function
throne,29,Is the object you are thinking of a tool?,Category
throne,30,Is the object you are thinking of something that is used to apply pressure or force to a specific area or object?,Function
throne,31,Is the object you are thinking of something that is used to change the shape or form of an object?,Function
throne,32,Is the object you are thinking of something that is used to secure or fasten something?,Function
throne,33,Is the object you are thinking of something that is used to measure or gauge something?,Function
throne,34,Is the object you are thinking of something that is used to lift or move heavy objects?,Function
throne,35,Is the object you are thinking of something that is used to apply pressure or force in a repetitive or rhythmic manner?,Function
throne,36,Is the object you are thinking of something that is used to exert a large amount of force or pressure in a single action?,Function
throne,37,Is the object you are thinking of something that is used to shape or mold an object?,Function
throne,38,Is the object you are thinking of something that is used to smooth or polish an object?,Function
throne,39,Is the object you are thinking of something that is used to cut or pierce an object?,Function
throne,40,Is the object you are thinking of something that is used to grind or crush an object?,Function
throne,41,Is the object you are thinking of something that is used to mix or blend objects?,Function
throne,42,Is the object you are thinking of something that is used to separate or divide objects?,Function
throne,43,Is the object you are thinking of something that is used to join or combine objects?,Function
throne,44,Is the object you are thinking of something that is used to hold or contain objects?,Function
throne,45,Is the object you are thinking of something that is used to protect or shield objects?,Function
throne,46,Is the object you are thinking of something that is used to decorate or embellish objects?,Function
throne,47,Is the object you are thinking of something that is used to create or produce objects?,Function
throne,48,Is the object you are thinking of something that is used to assemble or disassemble objects?,Function
throne,49,Is the object you are thinking of something that is used to inspect or examine objects?,Function
throne,50,Is the object you are thinking of something that is used to test or evaluate objects?,Function
thumbtack,1,Is the object you are thinking of something that can be held in one's hand?,Attribute
thumbtack,2,Is the object man-made?,Category
thumbtack,3,Does the object have buttons or controls?,Attribute
thumbtack,4,Is the object used for personal grooming?,Function
thumbtack,5,Is the object made primarily of plastic?,Attribute
thumbtack,6,Is the object used for eating or drinking?,Function
thumbtack,7,Is the object related to entertainment?,Category
thumbtack,8,Is the object made of metal?,Attribute
thumbtack,9,Is the object a tool?,Category
thumbtack,10,Is the object a hammer?,Direct
thumbtack,11,Is the object used for cutting?,Function
thumbtack,12,Is the object a screwdriver?,Direct
thumbtack,13,Is the object a wrench?,Direct
thumbtack,14,Is the object a plier?,Direct
thumbtack,15,Is the object a level?,Direct
thumbtack,16,Is the object used for measuring?,Function
thumbtack,17,Is the object a file?,Direct
thumbtack,18,Is the object a saw?,Direct
thumbtack,19,Is the object a drill?,Direct
thumbtack,20,Is the object a chisel?,Direct
thumbtack,21,Is the object a socket?,Direct
thumbtack,22,Is the object a utility knife?,Direct
thumbtack,23,Is the object a wire cutter?,Direct
thumbtack,24,Is the object a metal cutter?,Direct
thumbtack,25,Is the object a bolt cutter?,Direct
thumbtack,26,Is the object a riveter?,Direct
thumbtack,27,Is the object a sandpaper?,Direct
thumbtack,28,Is the object a metal rasp?,Direct
thumbtack,29,Is the object a metal grinder?,Direct
thumbtack,30,Is the object a metal polisher?,Direct
thumbtack,31,Is the object a pipe wrench?,Direct
thumbtack,32,Is the object a pipe cutter?,Direct
thumbtack,33,Is the object a tube bender?,Direct
thumbtack,34,Is the object a metal stamp?,Direct
thumbtack,35,Is the object a metal marker?,Category
thumbtack,36,Is the object a metal scriber?,Direct
thumbtack,37,Is the object a metal awl?,Direct
thumbtack,38,Is the object a metal punch?,Direct
thumbtack,39,Is the object a metal shear?,Direct
thumbtack,40,Is the object a tin snip?,Direct
thumbtack,41,Is the object a metal nibbler?,Direct
thumbtack,42,Is the object a metal hole punch?,Direct
thumbtack,43,Is the object a staple gun?,Direct
thumbtack,44,Is the object a nail set?,Direct
thumbtack,45,Is the object a metal mallet?,Direct
thumbtack,46,Is the object a tack cloth?,Direct
thumbtack,47,Is the object a metal brush?,Direct
thumbtack,48,Is the object a metal scraper?,Direct
thumbtack,49,Is the object a putty knife?,Direct
thumbtack,50,Is the object a metal spreader?,Direct
tiara,1,What is the size of the object you are thinking of?,Attribute
tiara,2,Is the object man made?,Category
tiara,3,Does the object have buttons or controls on it?,Attribute
tiara,4,Is the object used for entertainment?,Function
tiara,5,Is the object used for a specific task or function?,Function
tiara,6,Is the object related to food or drink in any way?,Category
tiara,7,Is the object made primarily of plastic?,Attribute
tiara,8,Is the object made primarily of metal?,Attribute
tiara,9,Is the object a tool?,Category
tiara,10,Is the object used for personal grooming or hygiene?,Function
tiara,11,Is the object commonly found in most households?,Location
tiara,12,Is the object used primarily with the hands?,Function
tiara,13,Is the object used for a task related to a specific profession or trade?,Function
tiara,14,Is the object decorative in nature?,Attribute
tiara,15,Is the object a coin?,Direct
tiara,16,Does the object have a distinct or unusual shape?,Attribute
tiara,17,Is the object a piece of jewelry?,Category
tiara,18,Is the object a ring?,Direct
tiara,19,Is the object a necklace?,Direct
tiara,20,Is the object a watch?,Direct
tiara,21,Is the object an earring?,Direct
tiara,22,Is the object a brooch?,Direct
tiara,23,Is the object a pendant?,Direct
tiara,24,Is the object a bracelet?,Direct
tiara,25,Is the object a tie pin?,Direct
tiara,26,Is the object a cufflink?,Direct
tiara,27,Is the object a medal?,Direct
tiara,28,Is the object a charm?,Category
tiara,29,Is the object a locket?,Direct
tiara,30,Does the object have a face or clock face on it?,Attribute
tiara,31,Is the object a figurine?,Category
tiara,32,Is the object a sculpture?,Category
tiara,33,Is the object a paperweight?,Direct
tiara,34,Is the object a desk accessory?,Category
tiara,35,Is the object something that can be hung on a wall?,Location
tiara,36,Is the object something that can be placed on a table or shelf for decoration?,Function
tiara,37,Is the object a decorative box?,Direct
tiara,38,Is the object a vase?,Direct
tiara,39,Is the object a centerpiece?,Direct
tiara,40,Is the object a statue?,Direct
tiara,41,Is the object a collectible?,Category
tiara,42,Is the object a figurine?,Category
tiara,43,Is the object a miniature model?,Category
tiara,44,Is the object a souvenir?,Category
tiara,45,Is the object a token?,Category
tiara,46,Is the object a commemorative item?,Category
tiara,47,Is the object a coin?,Direct
tiara,48,Is the object a plaque?,Direct
tiara,49,Is the object a medal?,Direct
tiara,50,Is the object a badge?,Direct
tightrope,1,Is the object you are thinking of something that can be held in your hand?,Attribute
tightrope,2,Is the object you are thinking of man-made?,Category
tightrope,3,Is the object you are thinking of used for transportation?,Function
tightrope,4,Is the object you are thinking of electronic?,Category
tightrope,5,Is the object you are thinking of made primarily of metal?,Attribute
tightrope,6,Is the object you are thinking of a building?,Category
tightrope,7,Is the object you are thinking of a machine?,Category
tightrope,8,Is the object you are thinking of a piece of furniture?,Category
tightrope,9,Is the object you are thinking of a bridge?,Direct
tightrope,10,Is the object you are thinking of a sculpture?,Category
tightrope,11,Is the object you are thinking of a tank?,Direct
tightrope,12,Is the object you are thinking of a large container?,Category
tightrope,13,Is the object you are thinking of a fence?,Direct
tightrope,14,Is the object you are thinking of a gate?,Direct
tightrope,15,Is the object you are thinking of a pipe?,Direct
tightrope,16,Is the object you are thinking of a large metal beam?,Direct
tightrope,17,Is the object you are thinking of a metal barrel?,Direct
tightrope,18,Is the object you are thinking of a metal box?,Category
tightrope,19,Is the object you are thinking of a dumpster?,Direct
tightrope,20,Is the object you are thinking of a metal door?,Direct
tightrope,21,Is the object you are thinking of a metal window frame?,Category
tightrope,22,Is the object you are thinking of a water tower?,Direct
tightrope,23,Is the object you are thinking of a satellite dish?,Direct
tightrope,24,Is the object you are thinking of a windmill?,Direct
tightrope,25,Is the object you are thinking of a cell phone tower?,Direct
tightrope,26,Is the object you are thinking of a streetlight?,Direct
tightrope,27,Is the object you are thinking of a flagpole?,Direct
tightrope,28,Is the object you are thinking of a television antenna?,Direct
tightrope,29,Is the object you are thinking of a radio tower?,Direct
tightrope,30,Is the object you are thinking of a power pole?,Direct
tightrope,31,Is the object you are thinking of a utility pole?,Direct
tightrope,32,Is the object you are thinking of a transmission tower?,Direct
tightrope,33,Is the object you are thinking of a light pole?,Direct
tightrope,34,Is the object you are thinking of a sign?,Category
tightrope,35,Is the object you are thinking of a billboard?,Direct
tightrope,36,Is the object you are thinking of a metal sign?,Category
tightrope,37,Is the object you are thinking of a metal post?,Category
tightrope,38,Is the object you are thinking of a metal rod?,Direct
tightrope,39,Is the object you are thinking of a metal wire?,Category
tightrope,40,Is the object you are thinking of a barbed wire fence?,Direct
tightrope,41,Is the object you are thinking of a wire mesh?,Direct
tightrope,42,Is the object you are thinking of a wire rope?,Direct
tightrope,43,Is the object you are thinking of a cable?,Category
tightrope,44,Is the object you are thinking of an electric cable?,Category
tightrope,45,Is the object you are thinking of a tow cable?,Direct
tightrope,46,Is the object you are thinking of a climbing rope?,Direct
tightrope,47,Is the object you are thinking of a guy wire?,Direct
tightrope,48,Is the object you are thinking of a zip line cable?,Direct
tightrope,49,Is the object you are thinking of a suspension bridge cable?,Direct
tightrope,50,Is the object you are thinking of a winch cable?,Direct
tights,1,Is the object you are thinking of something that can be held in your hand?,Attribute
tights,2,Is the object man-made?,Category
tights,3,Does the object have buttons or controls?,Attribute
tights,4,Is the object used for a specific purpose or function?,Function
tights,5,Is the object used for a purpose related to food or drink?,Function
tights,6,Is the object commonly found in most households?,Location
tights,7,Is the object made primarily of plastic?,Attribute
tights,8,Is the object made primarily of fabric?,Attribute
tights,9,Is the object a type of clothing?,Category
tights,10,Is the object a sock?,Direct
tights,11,"I was correct, I guessed it! ?",Direct
tile,1,Is the object you are thinking of something that can be held in your hand?,Attribute
tile,2,Is the object you are thinking of man-made?,Category
tile,3,Does the object have moving parts?,Attribute
tile,4,Is the object used for entertainment?,Function
tile,5,Is the object used for preparing or consuming food or drink?,Function
tile,6,Is the object made primarily of plastic?,Attribute
tile,7,Is the object made primarily of metal?,Attribute
tile,8,Is the object made primarily of ceramic material?,Attribute
tile,9,Is the object a cup?,Direct
tile,10,Is the object a plate?,Direct
tile,11,Is the object a bowl?,Direct
tile,12,Is the object a mug?,Direct
tile,13,Is the object a teapot?,Direct
tile,14,Is the object a vase?,Direct
tile,15,Is the object a ceramic spoon?,Direct
tile,16,Is the object a ceramic fork?,Direct
tile,17,Is the object a ceramic knife?,Direct
tile,18,Is the object a ceramic utensil holder?,Direct
tile,19,Is the object a ceramic coffee filter?,Direct
tile,20,Is the object used for serving food?,Function
tile,21,Is the object used for cooking food?,Function
tile,22,Is the object a ceramic garlic press?,Direct
tile,23,Is the object a ceramic spice container?,Category
tile,24,Is the object a ceramic sugar or creamer container?,Category
tile,25,"Is the object a ceramic container for holding a condiment, such as ketchup, mustard, or mayonnaise?",Category
tile,26,"Is the object a ceramic container for holding a type of food, such as a ceramic container for holding bread or a ceramic container for holding crackers?",Category
tile,27,"Is the object a ceramic item used for eating or serving a specific type of food, such as a ceramic item used for eating or serving sushi, or a ceramic item used for eating or serving tacos?",Category
tile,28,"Is the object a ceramic item used for a specific task related to food or drink, such as a ceramic item used for straining, grating, or grinding?",Category
tile,29,Does the object have a distinct or unusual shape?,Attribute
tile,30,Is the object used for a task related to a specific type of food or drink that is commonly consumed hot?,Function
tile,31,Is the object used for a task related to a specific type of food or drink that is commonly consumed cold?,Function
tile,32,"Is the object related to a type of food or drink that is typically served at a specific time of day, such as breakfast, lunch, or dinner?",Category
tile,33,Does the object have a hole or opening in it?,Attribute
tile,34,Is the object related to a type of food or drink that is typically stored in a pantry or cupboard?,Category
tile,35,Is the object related to a type of food or drink that is typically stored in a refrigerator?,Category
tile,36,"Is the object used for a task related to food or drink that involves a specific type of ingredient or ingredient group, such as a ceramic item used for working with herbs, or a ceramic item used for working with citrus fruits?",Function
tile,37,"Is the object used for a task related to food or drink that involves a specific type of texture or consistency, such as a ceramic item used for working with liquids, or a ceramic item used for working with solids?",Function
tile,38,"Is the object used for a task related to food or drink that involves a specific type of action or motion, such as a ceramic item used for stirring, or a ceramic item used for scooping?",Function
tile,39,"Is the object used for a task related to food or drink that involves a specific type of temperature or heat, such as a ceramic item used for heating, or a ceramic item used for cooling?",Function
tile,40,"Is the object used for a task related to food or drink that involves a specific type of sound or noise, such as a ceramic item used for grinding, or a ceramic item used for crushing?",Function
tile,41,"Is the object used for a task related to food or drink that involves a specific type of smell or aroma, such as a ceramic item used for infusing, or a ceramic item used for steeping?",Function
tile,42,"Is the object a ceramic item that is used for a task related to food or drink that is typically done by hand, such as a ceramic item used for kneading, or a ceramic item used for mixing?",Category
tile,43,"Is the object a ceramic item that is used for a task related to food or drink that is typically done with a specific type of tool or utensil, such as a ceramic item used with a spoon, or a ceramic item used with a whisk?",Category
tile,44,"Is the object a ceramic item that is used for a task related to food or drink that is typically done in a specific type of container or vessel, such as a ceramic item used in a bowl, or a ceramic item used in a pot?",Category
tile,45,"Is the object a ceramic item that is used for a task related to food or drink that is typically done on a specific type of surface or material, such as a ceramic item used on a countertop, or a ceramic item used on a table?",Category
tile,46,Is the object a ceramic item that is used for a task related to food or drink that is typically done at a specific time of year or during a specific holiday or celebration?,Category
tile,47,"Is the object a ceramic item that is used for a task related to food or drink that is typically done by a specific type of person or in a specific type of setting, such as a ceramic item used by a chef, or a ceramic item used in a restaurant?",Category
tile,48,"Is the object a ceramic item that is used for a task related to food or drink that involves a specific type of cultural or traditional practice, such as a ceramic item used in a tea ceremony, or a ceramic item used in a coffee ritual?",Category
tile,49,"Is the object a ceramic item that is used for a task related to food or drink that is typically done in a specific type of environment or atmosphere, such as a ceramic item used outdoors, or a ceramic item used in a formal setting?",Category
tile,50,"Is the object a ceramic item that is used for a task related to food or drink that involves a specific type of sensory experience, such as a ceramic item used for tasting, or a ceramic item used for smelling?",Category
timber,1,What size is the object you are thinking of?,Attribute
timber,2,Is the object you are thinking of man-made?,Category
timber,3,Is the object you are thinking of made primarily of wood?,Attribute
timber,4,Is the object you are thinking of a piece of furniture?,Category
timber,5,Is the object you are thinking of used for building or construction?,Function
timber,6,Is the object you are thinking of a stud?,Direct
timber,7,Is the object you are thinking of a beam?,Direct
timber,8,Is the object you are thinking of a 2x8?,Category
timber,9,Is the object you are thinking of a 4x8?,Direct
timber,10,Is the object you are thinking of a 4x4?,Category
timber,11,"I'm going to take a guess that the object you are thinking of is a 4x4 beam, is that correct?",Direct
timber,12,Is the object you are thinking of pressure treated?,Attribute
timber,13,Is the object you are thinking of a pressure treated 4x4 post?,Direct
timber,14,Is the object you are thinking of a pressure treated 4x4 timber?,Category
tinfoil,1,Is the object you are thinking of something that can be held in your hand?,Attribute
tinfoil,2,Is the object man-made?,Category
tinfoil,3,Does the object have buttons or controls?,Attribute
tinfoil,4,Is the object used for a specific purpose or function?,Function
tinfoil,5,Is the object used for a purpose related to food or drink?,Function
tinfoil,6,Is the object used to prepare food?,Function
tinfoil,7,Is the object a kitchen utensil?,Category
tinfoil,8,Is the object electronic?,Category
tinfoil,9,Is the object commonly found in most households?,Location
tinfoil,10,Is the object used to cut food?,Function
tinfoil,11,I'm going to guess that the object is a spoon.?,Direct
tinfoil,12,Is the object used to serve food?,Function
tinfoil,13,Is the object a plate?,Direct
tinfoil,14,I'm going to guess that the object is a fork.?,Direct
tinfoil,15,Is the object made of ceramic material?,Attribute
tinfoil,16,Is the object made of plastic?,Attribute
tinfoil,17,Is the object made of metal?,Attribute
tinfoil,18,I'm going to guess that the object is a metal serving ladle.?,Direct
tinfoil,19,Is the object small enough to be used by only one person?,Attribute
tinfoil,20,Does the object have a distinct or unusual shape?,Attribute
tinfoil,21,I'm going to guess that the object is a metal garlic press.?,Direct
tinfoil,22,Is the object used to eat or consume a specific type of food?,Function
tinfoil,23,Is the object used to eat or consume a type of food that is commonly eaten for breakfast?,Function
tinfoil,24,I'm going to guess that the object is a metal egg cup.?,Direct
tinfoil,25,Is the object used to eat or consume cereal?,Function
tinfoil,26,Is the object used to eat or consume toast?,Function
tinfoil,27,I'm going to guess that the object is a metal toast holder or metal toast rack?,Direct
tinfoil,28,Is the object used to spread or apply a topping to toast?,Function
tinfoil,29,I'm going to guess that the object is a metal butter knife?,Direct
tinfoil,30,"Is the object used to apply a sweet topping to toast, such as jam or jelly?",Function
tinfoil,31,I'm going to guess that the object is a metal cheese spreader?,Direct
tinfoil,32,Does the object have a sharp edge?,Attribute
tinfoil,33,I'm going to guess that the object is a metal knife used to spread butter or margarine on toast?,Direct
tinfoil,34,Is the object used to slice a topping that is put on toast?,Function
tinfoil,35,"I'm going to guess that the object is a metal device used to slice a citrus fruit, such as a lemon or an orange, to put on toast?",Function
tinfoil,36,"Is the object used to slice a type of food that is commonly put on toast, such as tomatoes or bananas?",Function
tinfoil,37,"Is the object used to slice or prepare a type of meat that is commonly put on toast, such as bacon?",Function
tinfoil,38,"Is the object used to slice or prepare a type of spread that is commonly put on toast, such as peanut butter?",Function
tinfoil,39,I'm going to guess that the object is a metal device used to slice or prepare a type of cheese that is commonly put on toast?,Function
tinfoil,40,Does the object have a moving part?,Attribute
tinfoil,41,"Is the object used to prepare or slice a type of food that is commonly paired with toast, such as avocado?",Function
tinfoil,42,"Is the object used to prepare or slice a type of food that is commonly used as a topping for toast, such as eggs?",Function
tinfoil,43,I'm going to guess that the object is a metal egg slicer?,Direct
tinfoil,44,"Is the object used to prepare or slice a type of food that is commonly used as a topping for toast, such as meat or fish?",Function
tinfoil,45,"Is the object used to prepare or slice a type of food that is commonly used as a topping for toast, such as cream cheese or butter?",Function
